Country Name,Year,Population
United Arab Emirates,1964.0,123121.0
United Arab Emirates,1964.0,36571.0
United Arab Emirates,1964.0,102522.0
United Arab Emirates,1964.0,3.07960659873465
United Arab Emirates,1964.0,0.365576351233164
United Arab Emirates,1964.0,0.76788525450411
United Arab Emirates,1964.0,1580.0
United Arab Emirates,1964.0,1.08186111596991
United Arab Emirates,1964.0,1.94682525800245
United Arab Emirates,1964.0,3.36889977260801
United Arab Emirates,1964.0,5.62008046178065
United Arab Emirates,1964.0,57.3723318288429
United Arab Emirates,1964.0,0.241899299662512
United Arab Emirates,1964.0,1.95689201713298
United Arab Emirates,1964.0,2.70246632849397
United Arab Emirates,1964.0,0.982715904878953
United Arab Emirates,1964.0,1.97177191237003
United Arab Emirates,1964.0,4.8930961159556
United Arab Emirates,1964.0,9.58135814751956
United Arab Emirates,1964.0,13.9496888472718
United Arab Emirates,1964.0,67.7298531046995
United Arab Emirates,1964.0,12.4631786348296
United Arab Emirates,1964.0,8.91613507344765
United Arab Emirates,1964.0,30.7290142603539
United Arab Emirates,1964.0,12.4353797233764
United Arab Emirates,1964.0,58.876461
United Arab Emirates,1964.0,58.647
United Arab Emirates,1964.0,4.32656987930733
United Arab Emirates,1964.0,7.17159349309078
United Arab Emirates,1964.0,10.170543991604
United Arab Emirates,1964.0,69438.0
United Arab Emirates,1964.0,10.5247507433969
United Arab Emirates,1964.0,11.8418751093231
United Arab Emirates,1964.0,31504.0
United Arab Emirates,1964.0,19.1822634248732
United Arab Emirates,1964.0,6.494
United Arab Emirates,1964.0,126.6
United Arab Emirates,1964.0,221.193
United Arab Emirates,1964.0,5352221.01211548
United Arab Emirates,1964.0,7.46
United Arab Emirates,1964.0,125000000.0
United Arab Emirates,1964.0,5.80957601289495
United Arab Emirates,1964.0,35.8001653182376
United Arab Emirates,1964.0,205000000.0
United Arab Emirates,1964.0,22.9011777059575
United Arab Emirates,1964.0,1545.0
United Arab Emirates,1964.0,330000.013113022
United Arab Emirates,1964.0,2.24854970430865
United Arab Emirates,1964.0,51.1578538686972
United Arab Emirates,1964.0,939.308168223831
United Arab Emirates,1964.0,78.0
United Arab Emirates,1964.0,0.0
United Arab Emirates,1964.0,98647.9
United Arab Emirates,1964.0,330000.013113022
United Arab Emirates,1964.0,579999.983310699
United Arab Emirates,1964.0,579999.983310699
United Arab Emirates,1964.0,81695.0
United Arab Emirates,1964.0,35000.0
United Arab Emirates,1964.0,0.15
United Arab Emirates,1964.0,155.795
United Arab Emirates,1964.0,11.552
United Arab Emirates,1964.0,116.7
United Arab Emirates,1964.0,51.968
United Arab Emirates,1964.0,41.2611509532972
United Arab Emirates,1964.0,34.4995366079703
United Arab Emirates,1964.0,9.37749946352978
United Arab Emirates,1964.0,56.0363827182089
United Arab Emirates,1964.0,63.5435713748967
United Arab Emirates,1964.0,12.5460876689881
United Arab Emirates,1964.0,6.92583055344219
United Arab Emirates,1964.0,3.18370691168725
United Arab Emirates,1964.0,1.23241840775638
United Arab Emirates,1964.0,0.709603792356763
United Arab Emirates,1964.0,1.54113263494665
United Arab Emirates,1964.0,0.43795478043737
United Arab Emirates,1964.0,2.92875246409462
United Arab Emirates,1964.0,0.0
United Arab Emirates,1964.0,5.0
United Arab Emirates,1965.0,5000.0
United Arab Emirates,1965.0,0.0563221627710504
United Arab Emirates,1965.0,19999.9995529652
United Arab Emirates,1965.0,98647.9
United Arab Emirates,1965.0,19999.9995529652
United Arab Emirates,1965.0,19999.9995529652
United Arab Emirates,1965.0,89777.0
United Arab Emirates,1965.0,38000.0
